* IconID;Description;Color;IconClass;Nation;Chassis;IconStyle
ZYC28;Opel Blitz A LKW Einheitskoffer;sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC29;Opel Blitz A LKW Funkwagen (radio);sand;Command TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC30;SdKfz 3a Opel Maultier;panzergrau;TPT (half-track);WW2 All Nations;Opel Blitz;Pat
ZYC31;VW Typ 82 Kubelwagen (mod. CV19);sand;TPT (jeep);WW2 All Nations;Kubelwagen;Drago
ZYC32;SdKfz 11 Zugkraftwagen 3t (open);sand;TPT (half-track);WW2 All Nations;SdKfz 11;Pat
ZYC33;Opel Blitz 3.6 Lastkraftwagen 3 t + 20 mm Flak-Vierling 38 L/65;sand;SPAD (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC34;Opel Blitz A LKW Einheitskoffer Ambulanz;panzergrau;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC35;Opel Blitz A LKW Einheitskoffer Ambulanz (mod. ZYC34);sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYC36;SdKfz 10 Zugkraftwagen 1t;sand;TPT (half-track);WW2 All Nations;SdKfz 10;Pat
ZYC37;SdKfz 8 Zugkraftwagen 12 t;sand;TPT (half-track);WW2 All Nations;SdKfz 8;Pat
ZYC38;SdKfz 7 Zugkraftwagen 8t (open);sand;TPT (half-track);WW2 All Nations;SdKfz 7;Pat
ZYC39;Krupp L 2 H 43 Protze (Kfz 70) (mod. ZY75);sand;TPT (6 wheels);WW2 All Nations;Protze;Pat
ZYC40;SdKfz 7/2 - Zugkraftwagen 8t + 37 mm FlaK 36 L/57;sand;SPAD (half-track);WW2 All Nations;SdKfz 7;Pat
ZYC41;SdKfz 7/1 - Zugkraftwagen 8t + 20 mm Flak-Vierling 38 L/65;sand;SPAD (half-track);WW2 All Nations;SdKfz 7;Pat
ZYC42;Steyr 1500 A/01 sEPkw;sand;TPT (jeep);WW2 All Nations;Steyr 1500A;Pat
ZYC43;Krupp L 3 H 163;;TPT (6 wheels);WW2 All Nations;;Pat
ZYC44;Skoda 6 ST 6 T (open);sand;TPT (6 wheels);WW2 All Nations;Skoda 6 ST;Juankar
ZYC45;Mercedes-Benz L 3000 (open);panzergrau;TPT (4 wheels);WW2 All Nations;L 3000;Pat
ZYC46;Mercedes-Benz L 3000 (open);sand;TPT (4 wheels);WW2 All Nations;L 3000;Pat
ZYC50;Gebirgsjager Motorrad Aufklarer + Schutzen (Motorcycle Scout x1);panzergrau;Motorcyclist;WW2 Germany;Moto;Obsolete
ZYC52;Gebirgsjager Maultiere (Mule Pack x1);;TPT Animal Pack;WW2 Germany;Mule;Juankar
ZYC54;Infanterie 1943 (AT Infantry x3) + Panzerfaust and MP 40 SMG - no Bayonet;grey;AT Infantry;WW2 Germany Wehrmacht;;Default CP
ZYC55;Panzergrenadiere 1944 (AT Infantry x3) + Panzerschreck;olive/camo;AT Infantry;WW2 Germany Wehrmacht;;Default CP
ZYC65;Kavallerie-Schutzen 1944 (Dismounted Cavalry) + Panzerfaust;grey;Cavalry (dismounted);WW2 Germany Wehrmacht;Horse;Default
ZYC69;Nieuport 17;;Fighter (biplane);WW1 Russia (Empire);;Pat
ZYC70;Nieuport 17;;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC71;Nieuport 17;;Fighter (biplane);WW1 Poland;;Pat
ZYC72;Nieuport 17;;Fighter (biplane);WW1 Italy;;Pat
ZYC73;Nieuport 17;;Fighter (biplane);WW1 Belgium;;Pat
ZYC74;Nieuport 17;sand;Fighter (biplane);WW1 Russia (White);;Default
ZYC75;Sopwith Camel F.1;;Fighter (biplane);WW1 Estonia;;Pat
ZYC76;Nieuport 17;;Fighter (biplane);WW1 Estonia;;Pat
ZYC77;Sikorsky S-16;;Fighter (biplane);WW1 Russia (Empire);;Pat
ZYC78;Mosca-Bystritsky MB-bis;;Fighter (monoplane);WW1 Russia (Empire);;
ZYC79;Siemens-Schuckert D.I;;Fighter (biplane);WW1 Germany (Empire);;Pat
ZYC80;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC81;Royal Aircraft Factory S.E.5;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC82;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 Poland;;Pat
ZYC83;Nieuport 17;;Fighter (biplane);WW1 Romania;;Pat
ZYC84;Pfalz E.I (licenced Morane-Saulnier H);;Fighter (parasol);WW1 Germany (Empire);;Pat
ZYC85;Nieuport 11 Bebe;;Fighter (biplane);WW1 France;;Pat
ZYC86;Nieuport 11 Bebe;;Fighter (biplane);WW1 Italy;;Pat
ZYC87;Nieuport 11 Bebe;;Fighter (biplane);WW1 Russia (Empire);;Pat
ZYC88;Nieuport 11 Bebe;;Fighter (biplane);WW1 Romania;;Pat
ZYC89;Nieuport 11 Bebe;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC90;Nieuport 11 Bebe;;Fighter (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC91;Nieuport 11 Bebe;;Fighter (biplane);WW1 Belgium;;Pat
ZYC92;Sopwith Camel F.1;;Fighter (biplane);WW1 UK (United Kingdom / Great Britain);;Pat
ZYC93;Anatra DS Anasal;;Recon Plane (biplane);WW1 Russia (Empire);;Pat
ZYC95;Anatra DS Anasal;;Recon Plane (biplane);WW1 Russia (Red) / USSR (Soviet Union);;Pat
ZYC96;Anatra DS Anasal;;Recon Plane (biplane);WW1 Austria-Hungary;;Pat
ZYC97;Anatra DS Anasal;;Recon Plane (biplane);WW1 Poland;;Pat
ZYC98;Anatra DS Anasal;sand;Recon Plane (biplane);WW1 Ukraine;;Default
ZYC99;Aviatik B.I;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD01;Aviatik B.I;;Recon Plane (biplane);WW1 Austria-Hungary;;Pat
ZYD02;Aviatik B.II;;Recon Plane (biplane);WW1 Austria-Hungary;;Pat
ZYD03;Aviatik B.II;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD04;Hanriot HD.1;;Fighter (biplane);WW1 Belgium;;Pat
ZYD05;Hanriot HD.1;;Fighter (biplane);WW1 Italy;;Pat
ZYD06;Ansaldo A.1 Balilla;;Fighter (biplane);WW1 Italy;;Pat
ZYD07;Aviatik C.I;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD08;Aviatik C.I;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD09;Aviatik C.II;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD10;Aviatik C.III;;Recon Plane (biplane);WW1 Germany (Empire);;Pat
ZYD11;Albatros B.I;grey;Recon Plane (biplane);WW1 Germany (Empire);Albatros B;Default
ZYD12;Albatros C.I;blue;Recon Plane (biplane);WW1 Germany (Empire);Albatros C;Default
ZYD13;Aviatik-Berg D.I;;Fighter (biplane);WW1 Austria-Hungary;;Pat
ZYD14;Albatros B.I;grey/sand;Recon Plane (biplane);WW1 Turkey (Ottoman);Albatros B;Default
ZYD15;Albatros B.I;sand/brown;Recon Plane (biplane);WW1 Austria-Hungary;Albatros B;Default
ZYD16;Austin-Putilov Mk III;green;Armored Car (4 wheels);WW1 All Nations;;Pat
ZYD17;Austin-Putilov Mk III;green;Armored Car (4 wheels);WW1 Russia (White);;Pat
ZYD18;Austin-Putilov Mk III;green;Armored Car (4 wheels);WW1 Ukraine;;Pat
ZYD19;Austin-Putilov Mk III;;Armored Car (4 wheels);WW1 Germany (Empire);;Pat
ZYD20;Austin-Putilov Mk III;sand;Armored Car (4 wheels);WW1 All Nations;;Pat
ZYD21;Austin-Putilov Mk III;grey;Armored Car (4 wheels);WW1 All Nations;;Pat
ZYD22;Albatros C.I;sand;Recon Plane (biplane);WW1 Turkey (Ottoman);Albatros C;Default
ZYD23;Albatros C.I;sand/brown;Recon Plane (biplane);WW1 Austria-Hungary;Albatros C;Default
ZYD24;Albatros B.II;brown/grey/camo;Recon Plane (biplane);WW1 Germany (Empire);Albatros B;Default
ZYD25;Albatros B.II;green;Recon Plane (biplane);WW1 Lithuania;Albatros B;Default
ZYD26;Albatros B.II;green;Recon Plane (biplane);WW1 Latvia;Albatros B;Default
ZYD27;Albatros B.II;sand/green;Recon Plane (biplane);WW1 Poland;Albatros B;Default
ZYD28;Albatros C.III - 1918;sand;Recon Plane (biplane);WW1 Germany (Empire);Albatros C;Default
ZYD29;Albatros C.III;brown;Recon Plane (biplane);WW1 Austria-Hungary;Albatros C;Default
ZYD30;Fokker D.VII;green/grey;Fighter (biplane);WW1 Turkey (Ottoman);;Default
ZYD31;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 Ukraine;;Default
ZYD32;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 Czechoslovakia;;Default
ZYD33;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 Germany (Empire);;Default
ZYD34;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 Belgium;;Default
ZYD35;Anatra DS Anasal;;Recon Plane (biplane);WW1 Czechoslovakia;;Pat
ZYD36;Maurice Farman MF.7 Longhorn;;Recon Plane (biplane);WW1 All Nations;;Pat
ZYD37;Maurice Farman MF.7 Longhorn;;Recon Plane (biplane);WW1 France;;Pat
ZYD38;Maurice Farman MF.7 Longhorn;;Recon Plane (biplane);WW1 Belgium;;Pat
ZYD39;Sopwith Tabloid / Schneider;;Recon Plane (biplane) (seaplane);WW1 All Nations;;Pat
ZYD40;Nakajima Ki-43-II Hayabusa (Oscar);white;Fighter (propeller);WW2 Manchukuo;Ki-43;Default
ZYD41;Nakajima Ki-27 Setsu (Nate);white;Fighter (propeller);WW2 Manchukuo;Ki-27;Pat
ZYD42;Anatra DS Anasal;;Recon Plane (biplane);WW1 All Nations;;Pat
ZYD43;Fokker D.VII;grey/brown/camo;Fighter (biplane);WW1 All Nations;;Default
ZYD44;Royal Aircraft Factory S.E.5a;;Fighter (biplane);WW1 All Nations;;Pat
ZYD45;Sopwith Camel F.1;;Fighter (biplane);WW1 All Nations;;Pat
ZYD46;Royal Aircraft Factory S.E.5;;Fighter (biplane);WW1 All Nations;;Pat
ZYD47;Sopwith Pup;;Fighter (biplane);WW1 All Nations;;Pat
ZYD48;Nieuport 17;;Fighter (biplane);WW1 All Nations;;Pat
ZYD49;Sikorsky S-16;;Fighter (biplane);WW1 All Nations;;Pat
ZYD50;150 mm sFH 13 / 150 mm sFH 409(b) / 150 mm sFH 406(h);green;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYD51;150 mm sFH 13 / 150 mm sFH 409(b) / 150 mm sFH 406(h);sand;Towed Arty;WW1 / WW2 All Nations;;Pat
ZYD52;Isuzu Type 94 + 20 mm AD;brown;SPAD (6 wheels);WW2 Japan;Isuzu Type 94;Pat
ZYD53;Junkers Ju 52/3m;green;ATP (propeller);WW2 Romania;Ju 52;Pat
ZYD54;Junkers Ju 52/3m;green;ATP (propeller);WW2 Slovakia;Ju 52;Pat
ZYD55;Junkers Ju 52/3m;grey;ATP (propeller);WW2 Spain Nationalist / Germany Legion Condor;Ju 52;Pat
ZYD56;Junkers Ju 52/3m;camo;ATP (propeller);WW2 Spain Nationalist / Germany Legion Condor;Ju 52;Pat
ZYD59;PzKw II Ausf. A / C / F (SdKfz 121) + Flag (mod. PA137);sand;Tank;WW2 Germany DAK;Pz II;Pat
ZYD60;SdKfz 232 (8-Rad) sPSW;sand;Armored Car (8 wheels);WW2 Germany DAK;SdKfz 231/8;Pat
ZYD61;SdKfz 221 lePSW;sand;Armored Car (4 wheels);WW2 Germany DAK;SdKfz 221;Pat
ZYD62;SdKfz 6/3 Diana - 76.2 mm FK 36(r) auf Zugkraftwagen 5t (mod. PA181);brown;SPAT (half-track);WW2 Germany DAK;SdKfz 6;Pat
ZYD67;7.92 mm MG 34 - prone (MG Infantry x1);;MG Infantry;WW2 Germany DAK;;Obsolete
ZYD69;PzKw IV Ausf. E / F1 (SdKfz 161) + Radio (mod. PA128);sand/brown;Tank;WW2 Germany DAK;Pz IV;Pat
ZYD70;Citroen T23L (mod. JKH40);panzergrau;TPT (4 wheels);WW2 All Nations;Citroen T23;Juankar
ZYD71;Renault AHN (mod. JKH59);panzergrau;TPT (4 wheels);WW2 All Nations;Renault AHN;Juankar
ZYD72;Leichter Zugkraftwagen 305(f) (captured Unic-Kegresse P107);panzergrau;TPT (half-track);WW2 Germany;Citroen-Kegresse P17;Pat
ZYD73;Lebed XII;sand;Recon Plane (biplane);WW1 Russia (Empire);;Pat
ZYD74;Lebed XI (captured and modified Albatros B / C);sand;Recon Plane (biplane);WW1 Russia (Empire);;Pat
ZYD75;SMS Bayern 1915 / Bayern class;grey;Battleship;WW1 Germany (Empire);;Matze
ZYD76;SMS Kronprinz 1914 / Konig class;;Battleship;WW1 Germany (Empire);;Matze
ZYD78;Sea / Naval Transport;;NTP;WW1 / WW2 All Nations;;
ZYD79;Mitsubishi A5M1 (Claude);green;Fighter (propeller);WW2 Japan;A5M;Pat
ZYD80;Kawasaki Ki-10 (Perry);green;Fighter (biplane);WW2 Japan;Ki-10;Pat
ZYD81;Nakajima A2N1;grey/metal;Fighter (biplane);WW2 Japan;A2N;Pat
ZYD82;Nakajima Army Type 91;grey;Fighter (parasol);WW2 Japan;Type 91;Pat
ZYD83;Akitsushima 1941 Seaplane Tender;grey;Carrier;WW2 Japan;;Matze
ZYD84;Type 1 Ho-Ha;green/brown/camo;APC (half-track);WW2 All Nations;Ho-Ha;Pat
ZYD85;Type 97 Te-Ke - Type 97 7.7 mm MG;camo;Tank;WW2 All Nations;Type 94 Te-Ke;Juankar
ZYD86;Type 97 Te-Ke - Type 94 37 mm;camo;Tank;WW2 All Nations;Type 94 Te-Ke;Juankar
ZYD87;M3 Stuart I (mod. PT317);green;Tank;WW2 Japan;M2/M5 Light Tank;Pat
ZYD88;Nakajima Army Type 91;grey;Fighter (parasol);WW2 Manchukuo;Type 91;Pat
ZYD89;Type 14 105 mm Cannon;brown;Towed Arty;WW2 All Nations;;Pat
ZYD90;Type 38 75 mm Field Gun;brown;Towed Arty;WW1 / WW2 All Nations;;Juankar
ZYD91;Type 91 105 mm Howitzer;brown;Towed Arty;WW2 All Nations;;Pat
ZYD92;Shipwreck / Damaged Ship;;Terrain Layer;1800 / WW1 / WW2 All Nations;;
ZYD93;Unic-Kegresse P107;green;TPT (half-track);WW2 All Nations;Citroen-Kegresse P17;Pat
ZYD94;Tokiwa 1898 / Asama class;grey;Armored Cruiser;1800 / WW1 Japan;;Matze
ZYD95;Yakumo 1900 / Yakumo class;grey;Armored Cruiser;WW1 Japan;;Matze
ZYD96;Nisshin 1903 / Kasuga class;grey;Armored Cruiser;WW1 Japan;;Matze
ZYD97;Giuseppe Garibaldi class 1896;;Cruiser;1800 Italy;;Matze
ZYD98;USS Olympia (C-6) 1892 / Olympia class;grey;Protected Cruiser;1800 / WW1 USA;;Matze
ZYD99;HMS Cressy 1899 / Cressy Class;grey;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE01;HMS Niobe 1897 / Diadem Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE02;HMS Good Hope 1901 / Drake Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE03;HMS Essex 1901 / Monmouth Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE04;HMS Antrim 1903 / Devonshire Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE05;HMS Duke of Edinburgh 1904 / Duke of Edinburgh Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE06;HMS Warrior 1905 / Warrior Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE07;HMS Shannon 1906 / Minotaur Class;;Cruiser;WW1 UK (United Kingdom / Great Britain);;Matze
ZYE08;Nakajima Ki-27 Setsu (Nate);white;Fighter (propeller);WW2 China (Nanjing);Ki-27;Pat
ZYE09;Nakajima Ki-27 Setsu (Nate);green;Fighter (propeller);WW2 Thailand;Ki-27;Pat
ZYE10;Nakajima Ki-43-I Hayabusa (Oscar);green;Fighter (propeller);WW2 Thailand;Ki-43;Default
ZYE11;Nakajima Ki-43-II Hayabusa (Oscar);green;Fighter (propeller);WW2 / Cold War Indonesia;Ki-43;Default
ZYE12;Nakajima Ki-43-II Hayabusa (Oscar);white;Fighter (propeller);WW2 France;Ki-43;Default
ZYE14;Gebirgsjager SdKfz 2 Kettenkraftrad HK 101 1938;panzergrau;TPT (half-track);WW2 Germany Wehrmacht;SdKfz 2;Pat
ZYE18;Gebirgsjager SdKfz 2 Kettenkraftrad HK 101 1943;sand;TPT (half-track);WW2 Germany Wehrmacht;SdKfz 2;Pat
ZYE22;Opel Blitz 3.6 Lastkraftwagen 3 t;sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYE23;Opel Blitz 3.6 Lastkraftwagen 3 t;sand;TPT (4 wheels);WW2 Germany DAK;Opel Blitz;Pat
ZYE24;PzKw IV Ausf. G (SdKfz 161/1) + Radio (mod. PA293);brown;Tank;WW2 Germany DAK;Pz IV;Pat
ZYE25;PzKw IV Ausf. E / F1 (SdKfz 161) + Radio (mod. PA295);brown/camo;Tank;WW2 Germany DAK;Pz IV;Pat
ZYE26;Mercedes-Benz L 3000 (open);sand;TPT (4 wheels);WW2 Germany DAK;L 3000;Pat
ZYE27;SdKfz 251/1 SPW (mod. PA171);sand;APC (half-track);WW2 Germany DAK;SdKfz 11;Pat
ZYE28;Mercedes-Benz L 3000 Funkwagen (radio);sand;Command TPT (4 wheels);WW2 All Nations;L 3000;Pat
ZYE29;Mercedes-Benz L 3000 Funkwagen (radio);sand;Command TPT (4 wheels);WW2 Germany DAK;L 3000;Pat
ZYE30;Opel Blitz A LKW Ambulanz;sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Pat
ZYE32;PzKw VI E Tiger (SdKfz 181);winter/white;Tank;WW2 Germany;Pz VI E;Pat
ZYE33;StuG III Ausf. B (SdKfz 142);winter/white;SPAT (track);WW2 Germany;Pz III;Pat
ZYE34;StuG III Ausf. F/8 (SdKfz 142/1) + Flag (mod. PA858);winter/white;SPAT (track);WW2 Germany;Pz III;Pat
ZYE35;StuG III Ausf. G (SdKfz 142/1) + Schurzen (side armor);winter/white;SPAT (track);WW2 All Nations;Pz III;Pat
ZYE36;StuG IV (SdKfz 167) + Schurzen (side armor) (mod. PA339);winter/white;SPAT (track);WW2 Germany;Pz IV;Pat
ZYE37;StuH 42 Ausf. F (SdKfz 142/2);winter/white;SPArty (track);WW2 Germany;Pz III;Pat
ZYE38;T-26 / 1933 - 45 mm / Vickers 6-ton Mk E Type B - 47 mm;green;Tank;WW2 Finland;Vickers 6T / T-26;Pat
ZYE39;T-26 / 1933 - 45 mm / Vickers 6-ton Mk E Type B - 47 mm;winter/white;Tank;WW2 Finland;Vickers 6T / T-26;Pat
ZYE40;BT-7;green;Tank;WW2 Finland;BT;Pat
ZYE41;BT-7 (mod. ZYE40);winter/white;Tank;WW2 Finland;BT;Pat
ZYE42;BA-10 (mod. PA844);winter/white;Armored Car (6 wheels);WW2 All Nations;GAZ-AA;Pat
ZYE43;FAI;winter/white;Armored Car (4 wheels);WW2 All Nations;;Pat
ZYE52;T-28 (mod. PT010);winter/white;Tank;WW2 USSR (Soviet Union);T-28;Pat
ZYE53;Concrete Rectangular AT Bunker + trench (mod. PA703);grey/camo;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Pat
ZYE54;Concrete Rectangular AT Bunker + trench (mod. PA703);winter/grey;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Pat
ZYE55;Concrete Rectangular AT Bunker + trench - woodland (mod. PA703);grey/green;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Pat
ZYE56;Concrete Rectangular AT Bunker + trench - desert (mod. PA703);grey/sand;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Pat
ZYE57;Reichstag;grey;Fortification / Terrain Layer;1800 / WW1 / WW2 Germany;;
ZYE58;Concrete Square Bunker - woodland / jungle (mod. JKJ66);grey/green;Fortification;WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYE59;Supply Base Camp / Command Post + HQ Command Bunker and Observation Tower - desert;olive/sand/brown;Fortification (observe);1800 / WW1 / WW2 / Cold War All Nations;Tent Camp / Bunker;Juankar
ZYE60;Supply Base Camp / Command Post + HQ Command Bunker and Observation Tower - woodland / jungle;olive/sand/green;Fortification (observe);1800 / WW1 / WW2 / Cold War All Nations;Tent Camp / Bunker;Juankar
ZYE61;A17 LT Mk VII Tetrarch (mod. PT071);green;Tank;WW2 UK (United Kingdom / Great Britain);Tetrarch;Pat
ZYE62;QF 25 pdr on Carrier Valentine Mk I Bishop (mod. PT033);green;SPArty (track);WW2 Canada;Valentine;Pat
ZYE63;Sexton 25 pdr SP (mod. PT014);green;SPArty (track);WW2 All Nations;M3/M4 Medium Tank;Pat
ZYE64;A12 Matilda Mk II (mod. PAT29);green;Tank;WW2 UK (United Kingdom / Great Britain);Matilda;Pat
ZYE65;A12 Matilda Mk II CS (mod. PA385);green;Tank / SPArty (track);WW2 UK (United Kingdom / Great Britain);Matilda;Pat
ZYE66;A11 Matilda Mk I (mod. PT073);green;Tank;WW2 UK (United Kingdom / Great Britain);IT Mk I (A11);Pat
ZYE67;Vickers LT Mk II;green;Tank;WW2 All Nations;Vickers LT;Pat
ZYE68;M10 Wolverine;green;SPAT (track);WW2 Canada;M3/M4 Medium Tank;Pat
ZYE69;A12 Matilda Mk II (mod. PAT29);green;Tank;WW2 USSR (Soviet Union);Matilda;Pat
ZYE70;A12 Matilda Mk II (mod. PAT29);winter/white;Tank;WW2 USSR (Soviet Union);Matilda;Pat
ZYE72;Strelkovy 1945 (Infantry x3) + 7.62 mm Degtyaryov DP-28 + PPSh-41;winter (coat);Regular Infantry;WW2 USSR (Soviet Union);;Default
ZYE78;Strelkovy 1941 (Infantry x3) + PPSh-41;winter;Regular Infantry;WW2 USSR (Soviet Union);;Default
ZYE79;Strelkovy 1945 (Infantry x3) + 7.62 mm Degtyaryov DP-28 + PPSh-41;winter;Regular Infantry;WW2 USSR (Soviet Union);;Default
ZYE80;GAZ-AA (mod. JKM16);winter/white;TPT (4 wheels);WW2 USSR (Soviet Union);GAZ-AA;Juankar
ZYE81;GAZ-AAA (mod. JKM13);winter/white;TPT (6 wheels);WW2 USSR (Soviet Union);GAZ-AA;Juankar
ZYE82;ChTZ Stalinets S-65 Tractor;green;TPT (track);WW2 All Nations;Stalinets;Pat
ZYE83;ChTZ Stalinets S-65 Tractor;winter/white;TPT (track);WW2 All Nations;Stalinets;Pat
ZYE84;Messerschmitt Bf 109 E-1;blue/green;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYE85;Messerschmitt Bf 109 E-1;grey;Fighter (propeller);WW2 Spain Nationalist / Germany Legion Condor;Bf 109;Pat
ZYE86;Messerschmitt Bf 109 E-3;grey;Fighter (propeller);WW2 Switzerland;Bf 109;Pat
ZYE87;Messerschmitt Bf 109 E-3;grey;Fighter (propeller);WW2 Yugoslavia (Royal);Bf 109;Pat
ZYE88;Messerschmitt Bf 109 E-3;grey/yellow/camo;Fighter (propeller);WW2 Croatia;Bf 109;Pat
ZYE89;Messerschmitt Bf 109 E-3;green/grey/camo;Fighter (propeller);WW2 Bulgaria;Bf 109;Pat
ZYE90;Messerschmitt Bf 109 E-3/Trop;blue/green/camo;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYE91;Messerschmitt Bf 109 E-4/Trop;grey/yellow/camo;Fighter (propeller);WW2 Germany Luftwaffe;Bf 109;Pat
ZYE93;Universal Carrier (Bren) (mod. PA474);green;APC / TPT (track);WW2 USSR (Soviet Union);Bren;Pat
ZYE94;Universal Carrier (Bren) (mod. PA474);green;APC / TPT (track);WW2 UK (United Kingdom / Great Britain);Bren;Pat
ZYE95;SdKfz 222 lePSW;sand;Armored Car (4 wheels);WW2 Germany;SdKfz 221;Pat
ZYE96;SdKfz 250/10 leSPW + 37 mm PaK 36;sand;SPAT (half-track);WW2 Germany;SdKfz 10;Pat
ZYE97;SdKfz 250/1 leSPW;sand;APC (half-track);WW2 Germany;SdKfz 10;Pat
ZYE98;Panzerjager Marder III Ausf. G + 76.2 mm PaK 36 (Sf) auf GW 38(t) (SdKfz 139);sand;SPAT (track);WW2 Germany DAK;Lt vz. 38;Pat
ZYE99;SdKfz 251/17 SPW + 20 mm FlaK 30 (mod. PA165);sand/camo;SPAD (half-track);WW2 Germany DAK;SdKfz 11;Pat
ZYF04;Guarnigione (2nd Line / Light Infantry x3) - desert;sand;Regular Infantry;WW2 Italy;;Default
ZYF09;Granatieri 1931 (Elite Infantry x3) - in Africa;;Elite Infantry;WW2 Italy;;Obsolete
ZYF11;Concrete Square Fort - desert;sand;Fortification;1800 / WW1 / WW2 / Cold War All Nations;Fort;
ZYF12;Gruppo Sahariano (2nd Line / Light Infantry x3);white/khaki;Regular Infantry;WW2 Italy;;Obsolete
ZYF17;Paracadutisti 1942 (Glider Infantry x3);khaki;Glider Infantry;WW2 Italy;;Default
ZYF19;Fanteria Trinceata (Entrenched Infantry x3) - in Africa;sand;Entrenched Infantry;WW2 Italy;;Default
ZYF23;M11/39 (mod. PA123);sand/camo;Tank;WW2 Italy;M11/M15 Carro Medio;Pat
ZYF24;M14/41 (mod. PA395);sand/camo;Tank;WW2 Italy;M11/M15 Carro Medio;Pat
ZYF25;Fiat C.R.32 - in Africa;green;Fighter (biplane);WW2 Italy;C.R.32;Pat
ZYF26;Wooden Square Bunker - snow (mod. JKJ86);winter/brown;Fortification;WW1 / WW2 All Nations;Bunker;Juankar
ZYF27;Wooden Square MG Bunker - snow (mod. JKR79);winter/white;Fortification;WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF28;Concrete Square HQ Command Bunker - snow (mod. JKJ76);winter/grey;Fortification;WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF29;Stone Pentagonal Fortress (mod. CW51);grey;Fortification;1700 / 1800 / WW1 All Nations;Fort;Pat
ZYF30;Stone Pentagonal Fortress (mod. CW51);winter/white;Fortification;1700 / 1800 / WW1 All Nations;Fort;Pat
ZYF31;Wooden Square AT Bunker (mod. JKR79);brown;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF32;Wooden Square AT Bunker - woodland / jungle (mod. JKR79);brown/green;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF33;Wooden Square AT Bunker - snow (mod. JKR79);winter/white;Fortification (AT);WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF34;Concrete Square HQ Command Bunker - woodland / jungle (mod. JKJ76);grey/green;Fortification;WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF35;Concrete Square Bunker + wire - woodland / jungle (mod. JKJ64);grey/green;Fortification;WW1 / WW2 / Cold War All Nations;Bunker;Juankar
ZYF36;Vought SB2U Vindicator 1941;blue;Dive Bomber (propeller);WW2 USA Navy;SB2U;Default
ZYF37;Douglas SBD Dauntless A-24 Banshee (1941);blue;Dive Bomber (propeller);WW2 USA Navy;SBD;Default
ZYF38;Douglas TBD Devastator 1941;blue;Torpedo Bomber (propeller);WW2 USA Navy;TBD;Juankar
ZYF39;Douglas SBD Dauntless A-24 Banshee (1942);blue;Dive Bomber (propeller);WW2 USA Navy;SBD;Default
ZYF40;Douglas TBD Devastator 1942;blue;Torpedo Bomber (propeller);WW2 USA Navy;TBD;Juankar
